uid,gender
0,1
1,0
2,0
3,1
4,0
5,0
6,0
7,2
8,0
9,0
10,1
11,0
12,1
13,0
14,0
15,2
16,0
17,0
18,1
19,1
20,1
21,0
22,1
23,1
24,0
25,0
26,0
27,0
28,1
29,0
30,1
31,0
32,2
33,2
34,0
35,0
36,1
37,1
38,1
39,2
40,1
41,2
42,0
43,0
44,0
45,1
46,0
47,0
48,0
49,0
50,2
51,0
52,2
53,0
54,0
55,1
56,2
57,0
58,0
59,0
60,0
61,2
62,0
63,0
64,0
65,0
66,0
67,2
68,0
69,0
70,1
71,0
72,0
73,0
74,0
75,1
76,0
77,0
78,2
79,0
80,2
81,0
82,0
83,0
84,0
85,1
86,0
87,0
88,0
89,0
90,2
91,0
92,0
93,2
94,1
95,0
96,0
97,1
98,0
99,0
100,0
101,1
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,1
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,1
121,2
122,2
123,0
124,0
125,1
126,0
127,1
128,0
129,1
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,1
138,0
139,0
140,0
141,2
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,1
150,0
151,0
152,0
153,0
154,1
155,1
156,1
157,0
158,0
159,0
160,0
161,2
162,2
163,2
164,0
165,0
166,0
167,1
168,1
169,0
170,0
171,2
172,2
173,0
174,0
175,0
176,2
177,0
178,2
179,0
180,1
181,0
182,1
183,0
184,0
185,0
186,0
187,1
188,0
189,0
190,0
191,0
192,1
193,0
194,0
195,0
196,2
197,0
198,0
199,0
200,0
201,0
202,0
203,1
204,0
205,0
206,0
207,0
208,1
209,0
210,0
211,0
212,0
213,1
214,0
215,2
216,0
217,2
218,0
219,0
220,1
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,2
242,1
243,2
244,0
245,0
246,0
247,2
248,0
249,2
250,0
251,2
252,1
253,1
254,0
255,0
256,0
257,0
258,0
259,2
260,0
261,0
262,0
263,0
264,0
265,0
266,1
267,0
268,0
269,1
270,1
271,0
272,0
273,2
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,1
283,0
284,0
285,0
286,0
287,1
288,0
289,0
290,0
291,1
292,0
293,0
294,0
295,2
296,0
297,0
298,1
299,1
300,0
301,0
302,0
303,1
304,0
305,1
306,1
307,0
308,1
309,0
310,0
311,0
312,1
313,0
314,1
315,0
316,0
317,1
318,0
319,1
320,1
321,2
322,1
323,2
324,0
325,2
326,0
327,2
328,2
329,0
330,0
331,0
332,1
333,0
334,0
335,0
336,2
337,2
338,1
339,1
340,0
341,0
342,0
343,0
344,2
345,1
346,0
347,1
348,0
349,0
350,0
351,0
352,0
353,2
354,1
355,1
356,0
357,0
358,0
359,2
360,0
361,0
362,0
363,0
364,1
365,0
366,0
367,0
368,0
369,0
370,0
371,1
372,1
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,2
382,1
383,0
384,0
385,1
386,2
387,0
388,1
389,0
390,0
391,1
392,1
393,1
394,1
395,0
396,0
397,2
398,0
399,2
400,0
401,0
402,0
403,0
404,0
405,0
406,2
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,2
429,1
430,2
431,0
432,0
433,0
434,1
435,1
436,1
437,0
438,1
439,1
440,0
441,2
442,1
443,0
444,0
445,0
446,0
447,2
448,2
449,0
450,1
451,0
452,2
453,0
454,0
455,2
456,0
457,2
458,0
459,0
460,0
461,0
462,0
463,0
464,1
465,2
466,0
467,0
468,0
469,1
470,0
471,2
472,2
473,1
474,0
475,2
476,0
477,2
478,0
479,2
480,0
481,0
482,1
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,1
492,1
493,0
494,2
495,0
496,2
497,0
498,0
499,0
500,0
501,0
502,1
503,0
504,0
505,1
506,0
507,1
508,0
509,1
510,0
511,1
512,1
513,0
514,0
515,2
516,0
517,1
518,1
519,0
520,2
521,0
522,2
523,0
524,1
525,1
526,1
527,1
528,0
529,0
530,0
531,1
532,1
533,1
534,0
535,1
536,0
537,2
538,0
539,2
540,2
541,0
542,0
543,1
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,0
552,1
553,0
554,0
555,0
556,1
557,0
558,0
559,1
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,2
569,1
570,2
571,0
572,0
573,1
574,0
575,0
576,0
577,0
578,2
579,2
580,2
581,0
582,1
583,2
584,1
585,0
586,1
587,0
588,1
589,1
590,0
591,0
592,0
593,0
594,2
595,0
596,0
597,0
598,0
599,0
600,1
601,0
602,0
603,0
604,0
605,1
606,0
607,0
608,1
609,1
610,1
611,0
612,0
613,0
614,0
615,0
616,1
617,0
618,0
619,0
620,0
621,0
622,1
623,0
624,0
625,0
626,0
627,0
628,1
629,1
630,2
631,0
632,1
633,0
634,0
635,0
636,0
637,0
638,2
639,0
640,0
641,0
642,2
643,0
644,0
645,0
646,0
647,2
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,1
659,1
660,0
661,0
662,0
663,0
664,0
665,0
666,1
667,0
668,0
669,0
670,2
671,0
672,0
673,0
674,0
675,0
676,0
677,1
678,2
679,0
680,1
681,0
682,0
683,1
684,0
685,0
686,1
687,0
688,0
689,0
690,0
691,1
692,0
693,0
694,0
695,2
696,2
697,0
698,1
699,0
700,0
701,0
702,0
703,0
704,1
705,0
706,0
707,0
708,1
709,0
710,1
711,0
712,0
713,0
714,0
715,0
716,1
717,0
718,0
719,2
720,0
721,0
722,2
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,1
735,1
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,1
745,0
746,2
747,0
748,0
749,0
750,0
751,1
752,0
753,0
754,0
755,1
756,0
757,0
758,2
759,2
760,0
761,0
762,1
763,2
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,2
772,0
773,0
774,1
775,1
776,0
777,0
778,1
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,1
788,2
789,1
790,0
791,1
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,1
804,0
805,0
806,0
807,0
808,0
809,2
810,1
811,1
812,1
813,0
814,1
815,0
816,1
817,0
818,2
819,1
820,0
821,0
822,0
823,0
824,1
825,2
826,0
827,0
828,1
829,2
830,0
831,1
832,0
833,0
834,1
835,1
836,0
837,2
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,2
847,0
848,0
849,1
850,0
851,0
852,1
853,0
854,0
855,0
856,0
857,0
858,0
859,1
860,0
861,0
862,0
863,0
864,0
865,1
866,0
867,2
868,0
869,1
870,1
871,1
872,2
873,0
874,1
875,0
876,1
877,0
878,1
879,0
880,0
881,1
882,0
883,1
884,0
885,0
886,1
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,1
898,1
899,2
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,2
908,0
909,0
910,0
911,1
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,1
921,1
922,1
923,0
924,0
925,0
926,0
927,1
928,0
929,0
930,0
931,1
932,0
933,0
934,0
935,0
936,0
937,1
938,2
939,0
940,0
941,0
942,0
943,1
944,0
945,0
946,0
947,0
948,1
949,0
950,0
951,0
952,0
953,0
954,1
955,0
956,0
957,0
958,0
959,0
960,1
961,2
962,0
963,0
964,2
965,1
966,1
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,1
981,0
982,1
983,1
984,0
985,0
986,0
987,1
988,0
989,0
990,1
991,0
992,0
993,2
994,0
995,1
996,0
997,0
998,0
999,2
1000,0
1001,0
1002,0
1003,2
1004,0
1005,0
1006,1
1007,2
1008,0
1009,0
1010,2
1011,0
1012,0
1013,0
1014,2
1015,2
1016,1
1017,0
1018,1
1019,0
1020,0
1021,0
1022,1
1023,0
1024,0
1025,1
1026,0
1027,1
1028,0
1029,1
1030,1
1031,0
1032,1
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,1
1040,0
1041,0
1042,0
1043,1
1044,1
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,1
1058,2
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,2
1067,1
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,1
1075,0
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,2
1092,0
1093,1
1094,0
1095,0
1096,2
1097,1
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,1
1105,0
1106,0
1107,0
1108,2
1109,2
1110,0
1111,1
1112,0
1113,0
1114,1
1115,2
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,1
1125,1
1126,0
1127,2
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,1
1136,2
1137,0
1138,0
1139,0
1140,2
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,0
1149,0
1150,2
1151,0
1152,0
1153,0
1154,1
1155,0
1156,0
1157,2
1158,2
1159,0
1160,0
1161,0
1162,1
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,1
1173,0
1174,1
1175,0
1176,0
1177,0
1178,0
1179,1
1180,2
1181,0
1182,0
1183,1
1184,0
1185,0
1186,1
1187,1
1188,1
1189,1
1190,0
1191,0
1192,0
1193,1
1194,0
1195,2
1196,0
1197,2
1198,0
1199,0
1200,0
1201,0
1202,1
1203,0
1204,1
1205,1
1206,1
1207,0
1208,1
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,1
1221,0
1222,0
1223,1
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
